variable,bin,segment,left,right,closed
num_contratos,bin_1,1,0.999,2.0,right
num_contratos,bin_2,1,2.0,3.0,right
num_contratos,bin_2,2,3.0,4.0,right
num_contratos,bin_2,3,4.0,136.0,right
ead_cont_nov_refina,bin_1,1,36007.859000000004,122526.731,right
ead_cont_nov_refina,bin_1,2,122526.731,250222.35,right
ead_cont_nov_refina,bin_1,3,250222.35,350000.1,right
ead_cont_nov_refina,bin_1,4,350000.1,501389.7,right
ead_cont_nov_refina,bin_1,5,501389.7,999839.44,right
ead_cont_nov_refina,bin_1,6,999839.44,1409119.65,right
ead_cont_nov_refina,bin_1,7,1409119.65,3085065.66,right
ead_cont_nov_refina,bin_1,8,3085065.66,26000000.0,right
impgaraoperaforma,bin_1,1,-0.001,215000.0,right
impgaraoperaforma,bin_1,2,215000.0,1370206.0,right
impgaraoperaforma,bin_1,3,1370206.0,2785352.12,right
impgaraoperaforma,bin_1,4,2785352.12,4963279.75,right
impgaraoperaforma,bin_1,5,4963279.75,11836142.0,right
impgaraoperaforma,bin_1,6,11836142.0,444468802.531,right
impgaraoperarefe,bin_1,1,-0.001,68750.0,right
impgaraoperarefe,bin_1,2,68750.0,500000.0,right
impgaraoperarefe,bin_1,3,500000.0,973500.0,right
impgaraoperarefe,bin_1,4,973500.0,1582960.0,right
impgaraoperarefe,bin_1,5,1582960.0,3076837.515,right
impgaraoperarefe,bin_1,6,3076837.515,62536114.696,right
impcontnovarefi,bin_1,1,300000.0,428000.0,right
impcontnovarefi,bin_1,2,1000000.0,1600000.0,right
impcontnovarefi,bin_1,3,1600000.0,2405046.88,right
impcontnovarefi,bin_1,4,2405046.88,3802335.34,right
impcontnovarefi,bin_3,1,428000.0,700000.0,right
impcontnovarefi,bin_3,2,3802335.34,26049553.2,right
impcontnovarefi,bin_4,1,76637.239,300000.0,right
impcontnovarefi,bin_4,2,700000.0,1000000.0,right
impor_novado_refina,bin_1,1,36007.859000000004,122526.748,right
impor_novado_refina,bin_1,2,122526.748,250222.0,right
impor_novado_refina,bin_1,3,250222.0,350000.1,right
impor_novado_refina,bin_1,4,350000.1,501389.7,right
impor_novado_refina,bin_1,5,501389.7,999839.44,right
impor_novado_refina,bin_1,6,999839.44,1334445.28,right
impor_novado_refina,bin_1,7,1334445.28,3085065.66,right
impor_novado_refina,bin_1,8,3085065.66,26000000.0,right
limite,bin_1,1,1000000.0,1691148.8,right
limite,bin_2,1,1599.999,150000.0,right
limite,bin_2,2,150000.0,266760.0,right
limite,bin_2,3,266760.0,420000.0,right
limite,bin_2,4,420000.0,645000.0,right
limite,bin_2,5,645000.0,1000000.0,right
limite,bin_2,6,1691148.8,3000000.0,right
limite,bin_2,7,3000000.0,51734886.918,right
limmxcont_v,bin_1,1,3999.999,100000.0,right
limmxcont_v,bin_1,2,100000.0,250000.0,right
limmxcont_v,bin_1,3,250000.0,439000.0,right
limmxcont_v,bin_1,4,439000.0,634500.0,right
limmxcont_v,bin_1,5,634500.0,1000000.0,right
limmxcont_v,bin_1,6,1000000.0,1533228.211,right
limmxcont_v,bin_1,7,1533228.211,2880073.125,right
limmxcont_v,bin_1,8,2880073.125,24473108.782,right
limmedcont_v,bin_1,1,3999.999,100000.0,right
limmedcont_v,bin_1,2,100000.0,250000.0,right
limmedcont_v,bin_1,3,250000.0,439000.0,right
limmedcont_v,bin_1,4,439000.0,634500.0,right
limmedcont_v,bin_1,5,634500.0,1000000.0,right
limmedcont_v,bin_1,6,1000000.0,1533228.211,right
limmedcont_v,bin_1,7,1533228.211,2880073.125,right
limmedcont_v,bin_1,8,2880073.125,24473108.782,right
limmedcont_e,bin_1,1,3999.999,100000.0,right
limmedcont_e,bin_1,2,100000.0,250000.0,right
limmedcont_e,bin_1,3,250000.0,439000.0,right
limmedcont_e,bin_1,4,439000.0,634500.0,right
limmedcont_e,bin_1,5,634500.0,1000000.0,right
limmedcont_e,bin_1,6,1000000.0,1533228.211,right
limmedcont_e,bin_1,7,1533228.211,2880073.125,right
limmedcont_e,bin_1,8,2880073.125,24473108.782,right
limmincont_v,bin_1,1,3999.999,100000.0,right
limmincont_v,bin_1,2,100000.0,250000.0,right
limmincont_v,bin_1,3,250000.0,439000.0,right
limmincont_v,bin_1,4,439000.0,634500.0,right
limmincont_v,bin_1,5,634500.0,1000000.0,right
limmincont_v,bin_1,6,1000000.0,1533228.211,right
limmincont_v,bin_1,7,1533228.211,2880073.125,right
limmincont_v,bin_1,8,2880073.125,24473108.782,right
limmincont_e,bin_1,1,3999.999,100000.0,right
limmincont_e,bin_1,2,100000.0,250000.0,right
limmincont_e,bin_1,3,250000.0,439000.0,right
limmincont_e,bin_1,4,439000.0,634500.0,right
limmincont_e,bin_1,5,634500.0,1000000.0,right
limmincont_e,bin_1,6,1000000.0,1533228.211,right
limmincont_e,bin_1,7,1533228.211,2880073.125,right
limmincont_e,bin_1,8,2880073.125,24473108.782,right
mxdiasatramescapi,bin_1,1,-0.001,5.0,right
mxdiasatramescapi,bin_2,1,5.0,150.0,right
mxdiasatramesinte,bin_1,1,-0.001,1.0,right
mxdiasatramesinte,bin_2,1,1.0,32000.0,right
saldo_capital,bin_1,1,-590.655,90232.188,right
saldo_capital,bin_2,1,90232.188,217901.317,right
saldo_capital,bin_2,2,217901.317,371844.614,right
saldo_capital,bin_2,3,371844.614,595833.345,right
saldo_capital,bin_2,4,595833.345,931432.696,right
saldo_capital,bin_2,5,1511172.648,2701738.964,right
saldo_capital,bin_2,6,2701738.964,52758730.626,right
saldo_capital,bin_8,1,931432.696,1511172.648,right
saldispopera,bin_1,1,-0.001,902.366,right
saldispopera,bin_2,1,902.366,17330.111,right
saldispopera,bin_2,2,17330.111,100037.485,right
saldispopera,bin_2,3,100037.485,15870235.33,right
siniincicap_v,bin_1,1,-0.001,466.365,right
siniincicap_v,bin_1,2,3779.78,6521.245,right
siniincicap_v,bin_1,3,12325.745,20358.345,right
siniincicap_v,bin_1,4,20358.345,41543.398,right
siniincicap_v,bin_1,5,41543.398,19075000.0,right
siniincicap_v,bin_4,1,466.365,3779.78,right
siniincicap_v,bin_4,2,6521.245,12325.745,right
saliniinciint_v,bin_1,1,-0.001,0.14,right
saliniinciint_v,bin_1,2,0.14,439.095,right
saliniinciint_v,bin_1,3,439.095,2618.378,right
saliniinciint_v,bin_1,4,2618.378,5043.101,right
saliniinciint_v,bin_1,5,10353.195,76822.641,right
saliniinciint_v,bin_4,1,5043.101,10353.195,right
saldo_intereses,bin_1,1,-0.001,128.379,right
saldo_intereses,bin_2,1,128.379,1281.002,right
saldo_intereses,bin_3,1,1281.002,3314.252,right
saldo_intereses,bin_4,1,3314.252,7725.645,right
saldo_intereses,bin_5,1,7725.645,205057.428,right
salmxincicap_v,bin_1,1,-0.001,1913.6,right
salmxincicap_v,bin_1,2,1913.6,5734.88,right
salmxincicap_v,bin_1,3,5734.88,11879.12,right
salmxincicap_v,bin_1,4,11879.12,23018.248,right
salmxincicap_v,bin_1,5,23018.248,43599.023,right
salmxincicap_v,bin_1,6,43599.023,106867.281,right
salmxincicap_v,bin_1,7,106867.281,19075000.0,right
salmxinciint_v,bin_1,1,-0.001,2.655,right
salmxinciint_v,bin_1,2,2.655,857.8,right
salmxinciint_v,bin_1,3,4012.762,11011.04,right
salmxinciint_v,bin_1,4,11011.04,25949.94,right
salmxinciint_v,bin_1,5,25949.94,734706.114,right
salmxinciint_v,bin_4,1,857.8,4012.762,right
salmedincicap_v,bin_1,1,-0.001,1787.499,right
salmedincicap_v,bin_1,2,1787.499,5013.355,right
salmedincicap_v,bin_1,3,5013.355,9578.474,right
salmedincicap_v,bin_1,4,9578.474,17687.588,right
salmedincicap_v,bin_1,5,17687.588,29895.286,right
salmedincicap_v,bin_1,6,29895.286,70199.664,right
salmedincicap_v,bin_1,7,70199.664,18166666.667,right
salmedinciint_v,bin_1,1,-0.001,2.655,right
salmedinciint_v,bin_1,2,2.655,710.533,right
salmedinciint_v,bin_1,3,3064.254,6609.147,right
salmedinciint_v,bin_1,4,6609.147,17214.632,right
salmedinciint_v,bin_1,5,17214.632,287341.061,right
salmedinciint_v,bin_4,1,710.533,3064.254,right
salvencapital,bin_1,1,-208278.02099999998,0.0,right
salvencapital,bin_2,1,0.0,2045999.96,right
saldo_vivo,bin_1,1,-0.001,95004.705,right
saldo_vivo,bin_2,1,95004.705,233353.005,right
saldo_vivo,bin_2,2,233353.005,401662.41,right
saldo_vivo,bin_2,3,401662.41,669356.46,right
saldo_vivo,bin_2,4,669356.46,1091954.65,right
saldo_vivo,bin_2,5,1091954.65,1830570.696,right
saldo_vivo,bin_2,6,1830570.696,3259733.298,right
saldo_vivo,bin_2,7,3259733.298,100936945.08,right
tasa_operacion,bin_1,1,10.0,11.0,right
tasa_operacion,bin_1,2,11.0,13.0,right
tasa_operacion,bin_1,3,13.0,45.0,right
tasa_operacion,bin_4,1,4.749,8.0,right
tasa_operacion,bin_4,2,8.0,9.0,right
tasa_operacion,bin_4,3,9.0,10.0,right
tasa_operacion,bin_4,4,45.0,55.0,right
tasa_operacion,bin_4,5,55.0,71.88,right
total_saldo,bin_1,1,110938.998,277938.437,right
total_saldo,bin_1,2,277938.437,500036.634,right
total_saldo,bin_1,3,500036.634,829909.767,right
total_saldo,bin_1,4,1342158.007,2169712.414,right
total_saldo,bin_1,5,2169712.414,3846891.832,right
total_saldo,bin_1,6,3846891.832,100936945.08,right
total_saldo,bin_7,1,7.367,110938.998,right
total_saldo,bin_7,2,829909.767,1342158.007,right
clasi_act_empre,bin_1,1,0.999,101.0,right
clasi_act_empre,bin_1,2,101.0,203.0,right
clasi_act_empre,bin_3,1,203.0,251.0,right
clasi_act_empre,bin_3,2,251.0,255.0,right
clasi_act_empre,bin_5,1,255.0,452.0,right
clasi_act_empre,bin_5,2,452.0,602.0,right
clasi_act_empre,bin_5,3,602.0,760.0,right
antiguedad_empresa,bin_1,1,-0.001,56.0,right
antiguedad_empresa,bin_1,2,114.0,143.0,right
antiguedad_empresa,bin_1,3,143.0,180.0,right
antiguedad_empresa,bin_1,4,180.0,224.0,right
antiguedad_empresa,bin_1,5,224.0,322.0,right
antiguedad_empresa,bin_1,6,322.0,1416.0,right
antiguedad_empresa,bin_7,1,56.0,86.0,right
antiguedad_empresa,bin_7,2,86.0,114.0,right
num_nominas_domici,bin_1,1,-0.001,1.0,right
num_nominas_domici,bin_2,1,1.0,216.0,right
ocupacion_repre,bin_1,1,0.999,103.0,right
ocupacion_repre,bin_1,2,103.0,251.0,right
ocupacion_repre,bin_1,3,251.0,252.0,right
ocupacion_repre,bin_1,4,252.0,402.0,right
ocupacion_repre,bin_1,5,402.0,452.0,right
ocupacion_repre,bin_5,1,452.0,651.0,right
ocupacion_repre,bin_5,2,651.0,752.0,right
sactidebefinmes,bin_1,1,-0.001,91772.993,right
sactidebefinmes,bin_2,1,91772.993,218840.345,right
sactidebefinmes,bin_2,2,218840.345,375716.376,right
sactidebefinmes,bin_2,3,375716.376,599999.78,right
sactidebefinmes,bin_2,4,599999.78,940600.429,right
sactidebefinmes,bin_2,5,1525151.65,2712929.344,right
sactidebefinmes,bin_2,6,2712929.344,52766129.236,right
sactidebefinmes,bin_8,1,940600.429,1525151.65,right
sactidebepromedio,bin_1,1,-0.001,92793.122,right
sactidebepromedio,bin_2,1,92793.122,220304.219,right
sactidebepromedio,bin_2,2,220304.219,375487.132,right
sactidebepromedio,bin_2,3,375487.132,597399.356,right
sactidebepromedio,bin_2,4,597399.356,935618.467,right
sactidebepromedio,bin_2,5,1514702.858,2685735.748,right
sactidebepromedio,bin_2,6,2685735.748,51547256.656,right
sactidebepromedio,bin_8,1,935618.467,1514702.858,right
salpashabefinmes,bin_1,1,-0.001,1096.04,right
salpashabefinmes,bin_2,1,1096.04,6977.575,right
salpashabefinmes,bin_3,1,6977.575,20457.88,right
salpashabefinmes,bin_3,2,20457.88,50970.278,right
salpashabefinmes,bin_3,3,50970.278,115361.646,right
salpashabefinmes,bin_3,4,115361.646,306769.891,right
salpashabefinmes,bin_3,5,306769.891,20215400.932,right
spasivohabe_prom,bin_1,1,-0.001,222.859,right
spasivohabe_prom,bin_2,1,222.859,3831.276,right
spasivohabe_prom,bin_2,2,3831.276,12177.864,right
spasivohabe_prom,bin_2,3,12177.864,29759.444,right
spasivohabe_prom,bin_2,4,29759.444,62930.602,right
spasivohabe_prom,bin_2,5,62930.602,126968.071,right
spasivohabe_prom,bin_2,6,126968.071,303423.313,right
spasivohabe_prom,bin_2,7,303423.313,19005174.868,right
total_deuda,bin_1,1,-0.001,198432.112,right
total_deuda,bin_2,1,198432.112,384284.205,right
total_deuda,bin_2,2,384284.205,624942.675,right
total_deuda,bin_2,3,624942.675,1002665.12,right
total_deuda,bin_2,4,1002665.12,1540363.055,right
total_deuda,bin_2,5,1540363.055,2529479.54,right
total_deuda,bin_2,6,2529479.54,4411107.398,right
total_deuda,bin_2,7,4411107.398,272151063.0,right
costototalventas,bin_1,1,-0.001,286804.0,right
costototalventas,bin_1,2,1256138.0,2785158.0,right
costototalventas,bin_1,3,14922256.5,1759621712.0,right
costototalventas,bin_4,1,286804.0,1256138.0,right
costototalventas,bin_4,2,2785158.0,5026943.0,right
costototalventas,bin_4,3,5026943.0,8340140.0,right
costototalventas,bin_4,4,8340140.0,14922256.5,right
utilidad_bruta,bin_1,1,-5840670.001,489750.0,right
utilidad_bruta,bin_2,1,489750.0,1004361.0,right
utilidad_bruta,bin_2,2,1004361.0,1566936.0,right
utilidad_bruta,bin_2,3,1566936.0,2311079.5,right
utilidad_bruta,bin_2,4,2311079.5,3268716.625,right
utilidad_bruta,bin_2,5,3268716.625,4741762.0,right
utilidad_bruta,bin_2,6,4741762.0,8332307.0,right
utilidad_bruta,bin_2,7,8332307.0,1944359790.0,right
ebitda,bin_1,1,-5840670.001,744511.0,right
ebitda,bin_1,2,1496831.0,2391747.25,right
ebitda,bin_1,3,2391747.25,3641886.0,right
ebitda,bin_1,4,13896773.0,3374645881.0,right
ebitda,bin_5,1,744511.0,1496831.0,right
ebitda,bin_5,2,3641886.0,5008626.0,right
ebitda,bin_5,3,5008626.0,7328060.0,right
ebitda,bin_5,4,7328060.0,13896773.0,right
ebit,bin_1,1,-11681340.001,1178497.0,right
ebit,bin_1,2,1178497.0,2443115.0,right
ebit,bin_1,3,2443115.0,3873245.0,right
ebit,bin_1,4,3873245.0,5833908.0,right
ebit,bin_1,5,11868132.0,21732413.0,right
ebit,bin_1,6,21732413.0,5319005671.0,right
ebit,bin_7,1,5833908.0,8162202.0,right
ebit,bin_7,2,8162202.0,11868132.0,right
saldo_pasivo,bin_1,1,-1469980.6709999999,0.0,right
saldo_pasivo,bin_2,1,0.0,1090.1,right
saldo_pasivo,bin_3,1,1090.1,6960.133,right
saldo_pasivo,bin_3,2,6960.133,20396.31,right
saldo_pasivo,bin_3,3,20396.31,50939.449,right
saldo_pasivo,bin_3,4,50939.449,115361.646,right
saldo_pasivo,bin_3,5,115361.646,306521.78,right
saldo_pasivo,bin_3,6,306521.78,20215400.932,right
saldo_activo,bin_1,1,-611.375,91697.481,right
saldo_activo,bin_2,1,91697.481,218840.345,right
saldo_activo,bin_2,2,218840.345,375716.376,right
saldo_activo,bin_2,3,375716.376,599999.78,right
saldo_activo,bin_2,4,599999.78,940600.429,right
saldo_activo,bin_2,5,1525151.65,2712929.344,right
saldo_activo,bin_2,6,2712929.344,52766129.236,right
saldo_activo,bin_8,1,940600.429,1525151.65,right
saldo_neto,bin_1,1,-14550304.668,17017.432,right
saldo_neto,bin_2,1,17017.432,138299.696,right
saldo_neto,bin_2,2,138299.696,295388.2,right
saldo_neto,bin_2,3,295388.2,499605.39,right
saldo_neto,bin_2,4,499605.39,815435.33,right
saldo_neto,bin_2,5,815435.33,1356347.99,right
saldo_neto,bin_2,6,1356347.99,2520205.008,right
saldo_neto,bin_2,7,2520205.008,52766867.894,right
saldo_haber,bin_1,1,-0.001,1097.25,right
saldo_haber,bin_2,1,1097.25,6995.23,right
saldo_haber,bin_3,1,6995.23,20476.54,right
saldo_haber,bin_3,2,20476.54,50970.278,right
saldo_haber,bin_3,3,50970.278,115361.646,right
saldo_haber,bin_3,4,115361.646,306769.891,right
saldo_haber,bin_3,5,306769.891,20215400.932,right
patrimonio_neto,bin_1,1,-4725903.001,810601.0,right
patrimonio_neto,bin_1,2,1461516.0,2434740.0,right
patrimonio_neto,bin_3,1,810601.0,1461516.0,right
patrimonio_neto,bin_3,2,2434740.0,3884104.5,right
patrimonio_neto,bin_3,3,3884104.5,5428319.875,right
patrimonio_neto,bin_3,4,5428319.875,8239874.0,right
patrimonio_neto,bin_3,5,8239874.0,14639583.125,right
patrimonio_neto,bin_3,6,14639583.125,4082779871.0,right
utilidad_neta,bin_1,1,-10068566.001,1131720.0,right
utilidad_neta,bin_1,2,1131720.0,2391238.75,right
utilidad_neta,bin_1,3,2391238.75,3758129.0,right
utilidad_neta,bin_1,4,3758129.0,5715380.0,right
utilidad_neta,bin_1,5,11798431.0,21359746.0,right
utilidad_neta,bin_1,6,21359746.0,5105646001.0,right
utilidad_neta,bin_7,1,5715380.0,7997153.0,right
utilidad_neta,bin_7,2,7997153.0,11798431.0,right
departamento_cat,bin_1,1,0.999,6.0,right
departamento_cat,bin_1,2,12.0,16.0,right
departamento_cat,bin_1,3,16.0,21.0,right
departamento_cat,bin_4,1,6.0,8.0,right
departamento_cat,bin_4,2,8.0,12.0,right
clasi_geo_cat,bin_1,1,-0.001,3.0,right
clasi_geo_cat,bin_1,2,3.0,4.0,right
clasi_geo_cat,bin_1,3,4.0,5.0,right
clasi_geo_cat,bin_4,1,5.0,6.0,right
clasi_geo_cat,bin_5,1,6.0,7.0,right
total_ventas,bin_1,1,-0.001,764050.875,right
total_ventas,bin_1,2,10502731.0,19184620.0,right
total_ventas,bin_3,1,764050.875,1485987.75,right
total_ventas,bin_3,2,1485987.75,2463342.0,right
total_ventas,bin_3,3,2463342.0,3876030.0,right
total_ventas,bin_3,4,3876030.0,6278955.0,right
total_ventas,bin_3,5,6278955.0,10502731.0,right
total_ventas,bin_3,6,19184620.0,3703981502.0,right
gastos_admin,bin_1,1,-0.001,93492.0,right
gastos_admin,bin_2,1,93492.0,205909.0,right
gastos_admin,bin_2,2,205909.0,380997.0,right
gastos_admin,bin_2,3,380997.0,626793.0,right
gastos_admin,bin_2,4,626793.0,1085496.0,right
gastos_admin,bin_2,5,1085496.0,1880019.0,right
gastos_admin,bin_2,6,1880019.0,3656311.0,right
gastos_admin,bin_2,7,3656311.0,1430286091.0,right
pasivo_circ,bin_1,1,-0.001,83797.0,right
pasivo_circ,bin_1,2,348936.5,721857.25,right
pasivo_circ,bin_1,3,721857.25,1248677.0,right
pasivo_circ,bin_1,4,1248677.0,2115199.5,right
pasivo_circ,bin_1,5,2115199.5,3619925.0,right
pasivo_circ,bin_1,6,3619925.0,6895286.0,right
pasivo_circ,bin_1,7,6895286.0,6234855910.0,right
pasivo_circ,bin_8,1,83797.0,348936.5,right
activo_circ,bin_1,1,-0.001,558594.0,right
activo_circ,bin_1,2,1188329.25,2122406.0,right
activo_circ,bin_1,3,2122406.0,3588580.0,right
activo_circ,bin_1,4,3588580.0,5765883.875,right
activo_circ,bin_1,5,15474739.0,5867504252.0,right
activo_circ,bin_6,1,558594.0,1188329.25,right
activo_circ,bin_6,2,5765883.875,9403594.25,right
activo_circ,bin_6,3,9403594.25,15474739.0,right
activo_no_circ,bin_1,1,-0.001,216160.0,right
activo_no_circ,bin_2,1,216160.0,648739.0,right
activo_no_circ,bin_2,2,648739.0,1254958.0,right
activo_no_circ,bin_2,3,1254958.0,2288000.0,right
activo_no_circ,bin_2,4,2288000.0,3972409.0,right
activo_no_circ,bin_2,5,3972409.0,6934591.0,right
activo_no_circ,bin_2,6,6934591.0,13947517.0,right
activo_no_circ,bin_2,7,13947517.0,7625154756.0,right
activos_fijos,bin_1,1,-0.001,120700.0,right
activos_fijos,bin_2,1,120700.0,316477.0,right
activos_fijos,bin_2,2,316477.0,581611.0,right
activos_fijos,bin_2,3,581611.0,961406.5,right
activos_fijos,bin_2,4,961406.5,1790909.125,right
activos_fijos,bin_2,5,1790909.125,3572981.0,right
activos_fijos,bin_2,6,3572981.0,8475868.0,right
activos_fijos,bin_2,7,8475868.0,3140604100.0,right
pasivo_no_circ,bin_1,1,-0.001,70418.25,right
pasivo_no_circ,bin_1,2,509033.0,1318932.0,right
pasivo_no_circ,bin_1,3,1318932.0,2672713.0,right
pasivo_no_circ,bin_1,4,2672713.0,6782904.625,right
pasivo_no_circ,bin_1,5,6782904.625,5553995159.0,right
pasivo_no_circ,bin_6,1,70418.25,509033.0,right
activo_total,bin_1,1,-0.001,1790360.0,right
activo_total,bin_1,2,1790360.0,3453124.0,right
activo_total,bin_1,3,12329826.0,18090808.0,right
activo_total,bin_1,4,18090808.0,29328146.0,right
activo_total,bin_5,1,3453124.0,5302472.0,right
activo_total,bin_5,2,5302472.0,8034959.0,right
activo_total,bin_5,3,8034959.0,12329826.0,right
activo_total,bin_5,4,29328146.0,12778865781.0,right
pasivo_total,bin_1,1,-0.001,373764.75,right
pasivo_total,bin_2,1,373764.75,909313.25,right
pasivo_total,bin_2,2,909313.25,1575645.0,right
pasivo_total,bin_2,3,1575645.0,2554829.0,right
pasivo_total,bin_2,4,2554829.0,4135826.0,right
pasivo_total,bin_2,5,4135826.0,7076105.0,right
pasivo_total,bin_2,6,7076105.0,13275972.0,right
pasivo_total,bin_2,7,13275972.0,8696085910.0,right
pasivo_lp,bin_1,1,-0.001,70418.25,right
pasivo_lp,bin_1,2,509033.0,1318932.0,right
pasivo_lp,bin_1,3,1318932.0,2672713.0,right
pasivo_lp,bin_1,4,2672713.0,6782904.625,right
pasivo_lp,bin_1,5,6782904.625,5553995159.0,right
pasivo_lp,bin_6,1,70418.25,509033.0,right
gastos_fin,bin_1,1,-171933.001,0.0,right
gastos_fin,bin_1,2,0.0,12305.0,right
gastos_fin,bin_3,1,12305.0,48756.0,right
gastos_fin,bin_3,2,48756.0,108375.0,right
gastos_fin,bin_3,3,108375.0,278494.0,right
gastos_fin,bin_3,4,278494.0,157802523.0,right
productos_fin,bin_1,1,-2790.001,0.0,right
productos_fin,bin_2,1,0.0,6048806.0,right
impuestos,bin_1,1,-0.001,80263.0,right
impuestos,bin_2,1,80263.0,269958.0,right
impuestos,bin_2,2,269958.0,122477111.0,right
margen_operativo,bin_1,1,-14.602,0.243,right
margen_operativo,bin_2,1,0.243,0.39,right
margen_operativo,bin_2,2,0.39,0.551,right
margen_operativo,bin_2,3,0.551,0.71,right
margen_operativo,bin_2,4,0.71,0.909,right
margen_operativo,bin_2,5,0.909,1.108,right
margen_operativo,bin_2,6,1.108,1.5,right
margen_operativo,bin_2,7,1.5,16.92,right
roa,bin_1,1,-0.949,0.149,right
roa,bin_1,2,0.149,0.315,right
roa,bin_3,1,0.315,0.524,right
roa,bin_3,2,0.524,0.743,right
roa,bin_3,3,0.743,1.051,right
roa,bin_3,4,1.051,1.526,right
roa,bin_7,1,1.526,2.464,right
roa,bin_7,2,2.464,18.401,right
roa2,bin_1,1,-0.598,0.0693,right
roa2,bin_2,1,0.0693,0.134,right
roa2,bin_3,1,0.134,0.214,right
roa2,bin_3,2,0.214,0.301,right
roa2,bin_3,3,0.301,0.414,right
roa2,bin_6,1,0.414,0.603,right
roa2,bin_7,1,0.603,0.947,right
roa2,bin_8,1,0.947,6.208,right
productividad,bin_1,1,-67.72800000000001,3.285,right
productividad,bin_1,2,3.285,3.565,right
productividad,bin_3,1,3.565,3.882,right
productividad,bin_3,2,3.882,4.292,right
productividad,bin_3,3,4.292,4.99,right
productividad,bin_3,4,4.99,6.059,right
productividad,bin_3,5,6.059,9.216,right
productividad,bin_3,6,9.216,728889.0,right
margen_neto,bin_1,1,-29.643,0.396,right
margen_neto,bin_2,1,0.396,0.618,right
margen_neto,bin_2,2,0.618,0.861,right
margen_neto,bin_2,3,0.861,1.127,right
margen_neto,bin_2,4,1.127,1.406,right
margen_neto,bin_2,5,1.406,1.778,right
margen_neto,bin_2,6,1.778,2.379,right
margen_neto,bin_2,7,2.379,728889.0,right
margen_bruto,bin_1,1,-15.04,0.167,right
margen_bruto,bin_2,1,0.167,0.253,right
margen_bruto,bin_2,2,0.253,0.343,right
margen_bruto,bin_2,3,0.343,0.458,right
margen_bruto,bin_2,4,0.458,0.57,right
margen_bruto,bin_2,5,0.57,0.787,right
margen_bruto,bin_2,6,0.787,1.0,right
margen_ebit,bin_1,1,-29.641000000000002,0.406,right
margen_ebit,bin_2,1,0.406,0.638,right
margen_ebit,bin_2,2,0.638,0.885,right
margen_ebit,bin_2,3,0.885,1.157,right
margen_ebit,bin_2,4,1.157,1.459,right
margen_ebit,bin_2,5,1.459,1.856,right
margen_ebit,bin_2,6,1.856,2.406,right
margen_ebit,bin_2,7,2.406,17.92,right
rot_cap_trabajo,bin_1,1,-0.159,0.648,right
rot_cap_trabajo,bin_2,1,-3218.049,-0.159,right
rot_cap_trabajo,bin_2,2,0.648,1.322,right
rot_cap_trabajo,bin_2,3,1.322,2.166,right
rot_cap_trabajo,bin_2,4,2.166,3.351,right
rot_cap_trabajo,bin_2,5,3.351,5.105,right
rot_cap_trabajo,bin_2,6,5.105,9.407,right
rot_cap_trabajo,bin_2,7,9.407,3821.229,right
rot_activos_totales,bin_1,1,-0.001,0.112,right
rot_activos_totales,bin_1,2,0.112,0.297,right
rot_activos_totales,bin_1,3,0.297,0.527,right
rot_activos_totales,bin_1,4,0.527,0.836,right
rot_activos_totales,bin_1,5,0.836,1.24,right
rot_activos_totales,bin_6,1,1.24,1.688,right
rot_activos_totales,bin_6,2,1.688,2.551,right
rot_activos_totales,bin_6,3,2.551,40.765,right
rot_activos_fijos,bin_1,1,-0.001,0.451,right
rot_activos_fijos,bin_2,1,0.451,1.085,right
rot_activos_fijos,bin_2,2,1.085,1.994,right
rot_activos_fijos,bin_2,3,1.994,3.33,right
rot_activos_fijos,bin_2,4,3.33,5.915,right
rot_activos_fijos,bin_2,5,5.915,10.473,right
rot_activos_fijos,bin_2,6,10.473,25.564,right
rot_activos_fijos,bin_2,7,25.564,11280305.0,right
cobertura_intereses,bin_1,1,-372.392,12.722,right
cobertura_intereses,bin_1,2,12.722,24.438,right
cobertura_intereses,bin_1,3,24.438,40.583,right
cobertura_intereses,bin_1,4,150.887,371.092,right
cobertura_intereses,bin_5,1,40.583,60.739,right
cobertura_intereses,bin_5,2,60.739,93.003,right
cobertura_intereses,bin_5,3,93.003,150.887,right
cobertura_intereses,bin_5,4,371.092,1097299.0,right
cob_int_fin,bin_1,1,-372.392,12.778,right
cob_int_fin,bin_1,2,12.778,24.51,right
cob_int_fin,bin_1,3,24.51,40.583,right
cob_int_fin,bin_1,4,150.887,371.092,right
cob_int_fin,bin_5,1,40.583,60.748,right
cob_int_fin,bin_5,2,60.748,93.003,right
cob_int_fin,bin_5,3,93.003,150.887,right
cob_int_fin,bin_5,4,371.092,1097312.333,right
cobertura_deuda,bin_1,1,-4.355,0.657,right
cobertura_deuda,bin_1,2,0.657,1.699,right
cobertura_deuda,bin_1,3,1.699,3.358,right
cobertura_deuda,bin_4,1,3.358,6.326,right
cobertura_deuda,bin_4,2,6.326,12.848,right
cobertura_deuda,bin_4,3,12.848,30.76,right
cobertura_deuda,bin_4,4,30.76,88.345,right
cobertura_deuda,bin_4,5,88.345,335649.333,right
cobertura_deuda_tot,bin_1,1,-0.557,0.393,right
cobertura_deuda_tot,bin_1,2,0.393,0.839,right
cobertura_deuda_tot,bin_1,3,0.839,1.434,right
cobertura_deuda_tot,bin_1,4,1.434,2.153,right
cobertura_deuda_tot,bin_5,1,2.153,3.301,right
